speed
0.855555
0.282178
2.35813
2.43803
1.98937
2.03919
1.59402
1.17144
2.89497
1.16766
2.63769
1.14393
0.961776
1.6114
1.63647
1.09375
0.244051
2.77501
0.547991
2.20905
3.29562
1.32543
0.827984
1.2008
0.587647
2.03941
1.08247
0.559018
0.648302
1.50644
0.811792
3.62297
2.17108
3.94584
2.8232
0.745934
2.21929
1.45232
1.04027
1.70126
1.30259
1.32788
0.509919
0.279944
4.57898
1.65042
4.28237
2.25371
1.47234
1.15927
2.10808
0.887152
3.0774
1.31993
1.91819
0.973652
0.81391
1.8505
0.636558
2.48987
2.44298
0.263955
1.64719
1.81161
0.288008
0.274685
1.30147
1.81197
1.84184
1.72505
2.13133
1.40019
1.13479
2.39161
1.52807
2.49001
2.60503
1.27495
1.32548
1.25937
0.660507
0.67664
0.94507
1.91895
2.88759
0.864275
3.45116
1.75838
2.46525
2.11715
1.25859
0.889659
1.84667
2.09235
1.47542
1.13891
0.732761
0.681887
2.93533
2.07858
2.18677
2.67029
2.16824
0.995812
1.84888
1.72322
2.03608
3.16561
1.20894
3.0091
3.84085
0.485342
0.411679
2.91679
1.86692
4.5261
1.22427
1.76152
1.71848
0.227151
1.15831
1.97235
1.51078
0.646821
0.793071
1.05221
2.82623
2.65752
0.734977
0.281815
1.4618
0.890751
3.22093
1.0544
0.900641
0.763506
2.54146
1.38899
3.00469
1.90114
0.410444
1.45343
1.1627
4.47541
2.57696
2.63588
0.659874
0.943841
1.80503
1.59963
2.94704
3.45003
0.665535
1.65415
2.54373
0.615664
1.85646
0.180782
2.23898
1.04533
0.827198
3.44911
1.79303
0.712962
2.02661
2.58238
1.7084
3.48145
0.0205231
3.09276
0.424354
1.34221
1.01185
1.2436
2.25008
2.18429
3.19116
1.0389
1.00156
1.16403
0.860074
1.1973
2.19541
2.28908
1.55308
1.41758
2.36977
0.861096
0.373584
1.82571
1.79302
0.511922
0.603795
1.75919
2.31786
1.00078
2.21799
1.06448
0.721962
1.98489
1.34389
2.1525
1.09938
1.98457
2.98438
1.49375
0.74018
1.11236
0.761877
1.86152
1.48679
3.40572
